root_id,type
720575941394641814,Mi9
720575941394642070,Tm1
720575941394643862,Pm03
720575941394657174,Mi1
720575941394668950,Mi14
720575941394670742,Tlp4
720575941394674582,T5b
720575941394713750,Mi2
720575941394717334,Mi15
720575941394730646,L1
720575941394731414,TmY14
720575941394784406,Pm06
720575941394793878,Dm16
720575941394827670,Tm25
720575941394837142,T3
720575941394846102,TmY11
720575941394852246,Tm35
720575941394853014,TmY15
720575941394853526,LPi09
720575941394854806,Tm9
720575941394865558,T5c
720575941394868374,Dm12
720575941394870422,Mi1
720575941394937750,L2
720575941394945686,Mi4
720575941395000214,Lawf1
720575941395081622,Sm40
720575941399615011,Li18
720575941399887651,Li17
720575941399911203,T3
720575941399926051,T5c
720575941399938083,T2a
720575941399947555,Y3
720575941399948067,T4b
720575941399952931,T5a
720575941399965987,T4a
720575941399975715,T5c
720575941399979299,Tm2
720575941399981859,Tm4
720575941399990307,Dm15
720575941399992355,T4d
720575941399994915,T4c
720575941400000291,Dm3q
720575941400002851,T5d
720575941400012835,Tm25
720575941400022819,T5d
720575941400071203,T2a
720575941400074531,Tm20
720575941400091683,Tm1
720575941400095267,T4d
720575941400101155,T4a
720575941400120355,Y3
720575941400124707,T4d
720575941400125219,Tm1
720575941400127011,Tm5e
720575941400135971,Tm2
720575941400138019,T5a
720575941400143907,C2
720575941400153891,Dm2
720575941400162595,T4d
720575941400171555,T5a
720575941400178467,T4d
720575941400178979,T5d
720575941400183075,T4b
720575941400230179,Mi4
720575941400313891,Mi1
720575941400314659,Mi1
720575941400351267,Li06
720575941400357411,Tlp14
720575941400360739,Tm2
720575941400369955,Tm1
720575941400377379,Dm2
720575941400395299,T4a
720575941400396067,TmY5a
720575941400401443,Dm3v
720575941400402979,Li10
720575941400404259,Dm15
720575941400430627,Tm20
720575941400436515,T5c
720575941400441635,Dm15
720575941400457251,T5d
720575941400463139,Y12
720575941400469027,T4d
720575941400471587,Mi9
720575941400475683,T4a
720575941400484899,Tm2
720575941400519459,T5a
720575941400575011,T2
720575941400624675,T4d
720575941400654883,R8
720575941400683299,R1-6
720575941401093155,T5b
720575941401148707,TmY16
720575941401180707,TmY14
720575941401190691,Dm2
720575941401219619,TmY4
720575941401227811,Tm27
720575941401253155,Mi15
720575941401275939,Tm21
720575941401279011,Tm25
720575941401343011,Mi14
720575941401359395,Dm3q
720575941401383971,T2a
720575941401437987,Dm3v
720575941401441059,Tm5c
720575941401446179,Dm2
720575941401477226,R8
720575941401480298,R8
720575941401481066,R8
720575941401481322,L5
720575941401481578,L2
720575941401481834,R8
720575941401484323,Tm1
720575941401484906,L5
720575941401485418,L1
720575941401485674,R7
720575941401486371,Mi15
720575941401489187,Tm20
720575941401496867,Mi4
720575941401517859,Tm9
720575941401518371,C2
720575941401519907,Mi9
720575941401525539,T2
720575941401526307,Tm9
720575941401552163,Tm9
720575941401592099,L3
720575941401609251,Mi15
720575941401637923,T2a
720575941401655075,Tm21
720575941401656355,C2
720575941401664803,L2
720575941401690403,Tm27
720575941401733667,L3
720575941402435619,LPi01
720575941402436899,T4a
720575941402437155,Y11
720575941402478115,L4
720575941402480931,L5
720575941402486563,L3
720575941402489635,R8
720575941402519587,L2
720575941402521123,L4
720575941402522403,L2
720575941402528547,L5
720575941402529571,L2
720575941402531107,R8
720575941402533155,R7
720575941402534947,L5
720575941402540579,Mi1
720575941402542371,L1
720575941402542627,R7
720575941402566435,R7
720575941402595875,R8
720575941402598435,R8
720575941402598947,L3
720575941402608419,R7
720575941402612771,L4
720575941402620195,L4
720575941402622499,R8
720575941402647075,L4
720575941402663971,R7
720575941402692899,L3
720575941402702115,L2
720575941402706979,L1
720575941402733852,R8
720575941402877040,Tm4
720575941402884387,LPi07
720575941402889840,Y12
720575941402891376,T4d
720575941402892400,Mi15
720575941402895472,Tm1
720575941402910320,Mi4
720575941402933872,T5d
720575941402939760,T5b
720575941402944368,T4a
720575941402948464,Mi4
720575941402962211,C2
720575941402963568,LPi02
720575941402964848,LPi08
720575941402974755,Dm8b
720575941402975600,T4d
720575941402983203,Tlp1
720575941403002224,T4b
720575941403007779,Tm1
720575941403023139,T2a
720575941403026979,Tm3
720575941403027491,TmY20
720575941403027568,Mi4
720575941403028515,Mi1
720575941403029795,Sm20
720575941403031408,T5b
720575941403032176,Pm01
720575941403050531,T3
720575941403052400,T3
720575941403053424,Dm3p
720575941403057955,Li16
720575941403058211,TmY15
720575941403066224,Tm2
720575941403069808,T4a
720575941403071779,Tm21
720575941403090723,Pm05
720575941403091056,T4d
720575941403097968,Pm01
720575941403121948,L2
720575941403122800,C2
720575941403135344,Y3
720575941403138595,Mi10
720575941403142256,Tm9
720575941403147120,Mi13
720575941403152240,T3
720575941403154467,T5a
720575941403164963,Tm9
720575941403168035,Tm9
720575941403170851,L4
720575941403173232,Tm21
720575941403175715,T4d
720575941403180067,C3
720575941403180323,Dm15
720575941403181091,L2
720575941403185443,Dm15
720575941403186979,L4
720575941403190640,Sm02
720575941403195248,T4d
720575941403198755,Mi15
720575941403199088,Tm27
720575941403201904,Tm2
720575941403204976,TmY4
720575941403206435,LPi11
720575941403207203,Mi4
720575941403209840,Tm20
720575941403213936,Mi1
720575941403214115,Mi1
720575941403217776,T5c
720575941403219824,T4c
720575941403223664,Tm3
720575941403223843,L2
720575941403224355,Mi15
720575941403225891,Pm10
720575941403226224,T4d
720575941403239203,T2a
720575941403239459,T3
720575941403251568,T2
720575941403315312,T5d
720575941403317360,T4b
720575941403318128,T4d
720575941403320176,TmY10
720575941403381283,T4b
720575941403410467,T4a
720575941403476592,Pm11
720575941403486832,Dm3v
720575941403495024,T3
720575941403519856,T4b
720575941403520368,T4a
720575941403522160,T4a
720575941403554160,Mi10
720575941403558000,TmY15
720575941403564656,TmY5a
720575941403565936,T5a
720575941403576688,Y3
720575941403578224,T3
720575941403579248,Dm3v
720575941403619440,T5d
720575941403619696,T5a
720575941403626864,T4b
720575941403628400,Mi9
720575941403670128,T5c
720575941403678320,T5a
720575941403694960,T3
720575941403698288,T5a
720575941403698544,T5c
720575941403705712,Tm2
720575941403706992,C3
720575941403708528,T3
720575941403788144,T2a
720575941403795824,Tm9
720575941403805552,Tm3
720575941404247408,Dm3v
720575941404266352,Tm5c
720575941404305520,Tm21
720575941404307056,Mi14
720575941404322672,TmY15
720575941404343408,Dm3v
720575941404362352,Tm1
720575941404402800,Mi13
720575941404430448,Tm3
720575941404448880,Sm04
720575941404452208,T1
720575941404453488,Li08
720575941404466288,Li06
720575941404468336,Sm02
720575941404468592,Dm3v
720575941404474992,TmY5a
720575941404478064,Tm20
720575941404502896,Lawf1
720575941404505712,Tlp14
720575941404542320,Tm2
720575941404566640,Tm3
720575941404588912,Dm12
720575941404599408,L5
720575941404638320,T2a
720575941404662896,TmY4
720575941404756080,L2
720575941404757616,L2
720575941405006704,LMa1
720575941405313904,T1
720575941405346672,L1
720575941405383024,R7
720575941405383280,L3
720575941405389168,L3
720575941405400944,L4
720575941405413744,Dm16
720575941405415792,L3
720575941405416560,R8
720575941405419376,R8
720575941405458544,L1
720575941405459312,L1
720575941405463408,L1
720575941405464944,R8
720575941405465712,L1
720575941405468784,L2
720575941405481584,L3
720575941405538666,L5
720575941405751408,Y3
720575941405762928,Mi4
720575941405777776,Tm3
720575941405782384,Tm2
720575941405856880,Dm6
720575941405869168,Tm4
720575941405871216,Mi4
720575941405935216,Lawf2
720575941405952368,Mi9
720575941405952624,Tm4
720575941405960304,Tm3
720575941405961072,Mi13
720575941405961584,Mi1
720575941405962352,TmY11
720575941405996656,T3
720575941406001008,Mi1
720575941406010224,Tm1
720575941406021744,T2a
720575941406022768,Pm06
720575941406023280,Tm1
720575941406024816,T2a
720575941406025840,Dm8a
720575941406039664,Tm9
720575941406043504,TmY16
720575941406051184,Tm20
720575941406054256,Tm37
720575941406081136,Tm2
720575941406168944,Tm20
720575941406321070,Dm3q
720575941406525231,TmY11
720575941406534959,T4a
720575941406541103,TmY4
720575941406547247,T4a
720575941406565167,T5c
720575941406568495,Tlp5
720575941406588078,Mi9
720575941406589487,Tm25
720575941406607151,T5c
720575941406610991,T5c
720575941406619822,Tm2
720575941406624303,Pm01
720575941406624942,T1
720575941406625454,T5d
720575941406645295,Tm3
720575941406646190,T3
720575941406650798,T4b
720575941406655918,Dm10
720575941406656942,T4d
720575941406661038,T4c
720575941406666414,T5a
720575941406668974,Tm4
720575941406669486,T4b
720575941406676910,Pm02
720575941406680494,Li03
720575941406686255,Dm3p
720575941406687535,T5c
720575941406691375,Mi1
720575941406693935,Tm1
720575941406694062,T5c
720575941406695598,C2
720575941406695983,Li05
720575941406700591,Dm3q
720575941406703790,Dm3v
720575941406704558,T4b
720575941406706350,Tm25
720575941406714415,Tm3
720575941406718126,T5b
720575941406722990,Mi9
720575941406727727,Dm3p
720575941406742446,Dm15
720575941406743087,Tm4
720575941406774063,T2a
720575941406776750,LPi11
720575941406788399,T3
720575941406794031,T4a
720575941406809391,T4c
720575941406820399,T4d
720575941406825902,Li10
720575941406833070,Tm9
720575941406854830,T4d
720575941406854959,Mi4
720575941406857390,T5a
720575941406858158,TmY11
720575941406859950,Y3
720575941406877870,Tm3
720575941406880174,Tm3
720575941406886830,T4d
720575941406927790,L5
720575941406929838,Tm20
720575941406954414,Tm20
720575941407005487,TmY15
720575941407023407,Tm20
720575941407037870,Dm8b
720575941407039279,Tm2
720575941407043887,T4d
720575941407045167,T5d
720575941407047471,T4d
720575941407061039,Tm20
720575941407062702,C3
720575941407062831,Tm3
720575941407068207,Mi13
720575941407079598,Mi15
720575941407082543,Tm1
720575941407089199,Tm3
720575941407089711,Tm5b
720575941407092783,Dm3q
720575941407094702,T4d
720575941407098286,T4d
720575941407103791,C3
720575941407108399,T2
720575941407111215,T2
720575941407117359,T2a
720575941407119022,T5a
720575941407120302,Tm4
720575941407121838,Mi15
720575941407125039,T5a
720575941407133358,Dm2
720575941407133999,T5d
720575941407161262,T4a
720575941407162286,T4d
720575941407162542,T5a
720575941407164590,T4c
720575941407188527,T4d
720575941407195951,Tm1
720575941407196334,T5c
720575941407197358,T5a
720575941407203631,T3
720575941407253039,T3
720575941407259566,T4a
720575941407269423,Y12
720575941407269679,T2
720575941407283118,T4c
720575941407283630,Tm21
720575941407285166,T4d
720575941407298478,T3
720575941407309742,T2a
720575941407335854,Sm02
720575941407392686,Tm20
720575941407396526,Dm8a
720575941407445166,T5a
720575941407600234,L2
720575941407758895,TmY5a
720575941407762094,Tm20
720575941407765039,Tm21
720575941407803054,TmY20
720575941407809327,TmY9q__perp
720575941407832367,C2
720575941407845038,T5b
720575941407849646,Mi15
720575941407851055,Mi2
720575941407858094,Tm21
720575941407860527,Li06
720575941407864111,L5
720575941407884974,Tm20
720575941407887151,Dm3p
720575941407923630,C2
720575941407932975,Tm33
720575941407936815,T1
720575941407937583,Tm20
720575941407948206,Mi15
720575941407956910,Mi4
720575941407972399,Dm15
720575941407973550,T5b
720575941407981742,Sm06
720575941407983534,Dm15
720575941408013230,Dm10
720575941408019759,C2
720575941408028719,Mi2
720575941408029487,T5c
720575941408029743,T4d
720575941408043055,Lawf1
720575941408058159,Mi15
720575941408073263,Tm5f
720575941408074287,Tm21
720575941408075823,Tm20
720575941408079278,Tm3
720575941408079790,Dm2
720575941408082350,Sm05
720575941408082862,Sm08
720575941408083374,TmY4
720575941408086063,C2
720575941408094511,Dm16
720575941408095662,Mi9
720575941408097839,Tm2
720575941408099887,Dm3q
720575941408101679,C2
720575941408102062,Pm05
720575941408102318,Dm3p
720575941408108847,T2
720575941408109998,T2
720575941408111151,T2a
720575941408112814,Tm4
720575941408124463,LPi09
720575941408127150,T2a
720575941408127918,Tm5b
720575941408129710,T3
720575941408131119,T2a
720575941408132014,T3
720575941408132270,T2
720575941408133038,C2
720575941408137390,L5
720575941408150063,Tm20
720575941408201646,Tm2
720575941408207278,Tm1
720575941408219439,Tm4
720575941408220463,Tm20
720575941408236974,L3
720575941408243374,Tm5c
720575941408245934,L3
720575941408249135,C3
720575941408252334,L3
720575941408270383,Mi1
720575941408274735,T4d
720575941408279726,L3
720575941408281003,T4a
720575941408305199,R7
720575941408310575,LLPt
720575941408364971,T4b
720575941408387119,T4c
720575941408396591,L3
720575941408413743,Pm05
720575941408413870,C3
720575941408443183,C2
720575941408491823,Tm2
720575941408535855,T3
720575941408546351,R8
720575941408582574,Tm3
720575941408613294,Lawf2
720575941408617902,L1
720575941408682799,T4c
720575941408776878,MLt1
720575941408795951,L4
720575941408843438,L5
720575941409142699,T5b
720575941409147439,Dm10
720575941409157291,T2
720575941409161131,T5d
720575941409161643,T5c
720575941409186219,Y3
720575941409196459,Sm03
720575941409196715,Tm1
720575941409201323,Y12
720575941409201579,T5b
720575941409211695,L1
720575941409214123,Mi4
720575941409215791,C3
720575941409223471,L4
720575941409252782,L3
720575941409266991,L5
720575941409270831,R8
720575941409285038,L4
720575941409285806,C3
720575941409288878,L1
720575941409294507,Li05
720575941409299118,R8
720575941409309099,T5d
720575941409309231,L5
720575941409311403,C3
720575941409312683,T4a
720575941409318062,L5
720575941409322799,L4
720575941409325615,R7
720575941409333678,R8
720575941409338027,Tm21
720575941409341611,Tm5f
720575941409344939,T4a
720575941409346987,T5a
720575941409350315,T5b
720575941409351083,T5c
720575941409352107,T5d
720575941409352239,T1
720575941409363503,L3
720575941409364271,R7
720575941409374126,R7
720575941409374382,L5
720575941409379502,L5
720575941409380014,T1
720575941409381935,L1
720575941409386411,Dm3q
720575941409396142,L5
720575941409396398,L1
720575941409401259,T5d
720575941409409451,Dm3p
720575941409409710,L1
720575941409413035,Tm3
720575941409418923,T5a
720575941409438891,T4c
720575941409449643,T5a
720575941409453739,T4d
720575941409463087,L1
720575941409463599,L1
720575941409466159,L1
720575941409478447,Mi1
720575941409491503,L2
720575941409493807,L2
720575941409603243,Mi1
720575941409612715,Mi1
720575941409614251,Mi1
720575941409615278,TmY4
720575941409616302,T2
720575941409628590,T3
720575941409656750,TmY4
720575941409659951,Dm3v
720575941409691307,Mi15
720575941409700526,Mi1
720575941409703598,Mi1
720575941409710510,MLt3
720575941409713323,TmY14
720575941409717931,T4c
720575941409721515,Mi13
720575941409737899,Mi9
720575941409738667,Tm20
720575941409741486,Dm3v
720575941409742510,T4d
720575941409745579,Mi9
720575941409746479,Tm2
720575941409746603,T4b
720575941409751723,T4a
720575941409756331,Sm07
720575941409768107,C3
720575941409772079,Tm3
720575941409772462,Sm12
720575941409775022,Mi1
720575941409780783,Mi9
720575941409786795,T5c
720575941409789867,Tm5f
720575941409794351,Pm03
720575941409796655,Pm03
720575941409812654,Lawf1
720575941409812910,Mi9
720575941409816494,T5d
720575941409845551,Tm20
720575941409847726,Tm2
720575941409848750,Tm3
720575941409855662,Y11
720575941409856686,TmY20
720575941409856942,TmY14
720575941409858222,Y4
720575941409862830,T2a
720575941409868974,LLPt
720575941409872814,Mi15
720575941409878063,C2
720575941409878575,C2
720575941409878702,T4c
720575941409878895,T5a
720575941409879470,Li05
720575941409881259,Dm3q
720575941409886382,Sm23
720575941409886891,T2a
720575941409887406,TmY31
720575941409900079,Tm21
720575941409905711,Li06
720575941409909675,T5b
720575941409917231,T2a
720575941409917487,C3
720575941409921707,T3
720575941409927851,T4a
720575941409928363,T5c
720575941409928619,C2
720575941409928751,Y12
720575941409929643,T5c
720575941409931311,T4d
720575941409933359,Tm9
720575941409933615,T5b
720575941409945259,T2
720575941409945771,T4d
720575941409951915,T2
720575941409970350,Lawf1
720575941409979183,Sm06
720575941409988399,TmY31
720575941409989679,L2
720575941409993263,Pm05
720575941410005551,T2a
720575941410011695,Tm2
720575941410039855,Tm5c
720575941410042159,Tm3
720575941410043951,L3
720575941410049327,T3
720575941410054191,Mi4
720575941410055471,Mi10
720575941410057007,Li14
720575941410156591,Mi1
720575941410195247,Sm04
720575941410447275,Tm1
720575941410449323,Tm37
720575941410520491,Tm1
720575941410589355,T2
720575941410595755,T2a
720575941410637679,T5a
720575941410651051,C3
720575941410655659,TmY9q__perp
720575941410659499,Li17
720575941410671275,Tm2
720575941410683307,Tm3
720575941410705067,Tm9
720575941410706091,Mi9
720575941410718123,Tm21
720575941410742895,T5d
720575941410747503,T5b
720575941410754415,Mi1
720575941410757487,T4a
720575941410758059,T4d
720575941410758511,T5b
720575941410759023,T5a
720575941410775151,T4d
720575941410777003,Mi9
720575941410792559,Y3
720575941410795375,T4c
720575941410795631,T4b
720575941410798703,T5b
720575941410829935,T5c
720575941410831727,Y1
720575941410832043,Sm05
720575941410840491,Mi9
720575941410841515,T2a
720575941410849135,T4d
720575941410852975,Li05
720575941410854571,T2
720575941410858155,Dm8a
720575941410858607,Tm4
720575941410859435,Dm8b
720575941410865775,T5d
720575941410865835,T3
720575941410875503,Dm3v
720575941410878123,Dm8b
720575941410889071,Tm3
720575941410898799,Dm10
720575941410908527,T4d
720575941410940843,T4a
720575941410947183,Tm21
720575941410952363,Mi9
720575941410955887,Mi2
720575941410958703,T5c
720575941410978159,T5a
720575941410988459,Tm9
720575941410991471,T4a
720575941411007855,Mi4
720575941411019119,Mi9
720575941411022191,Lawf1
720575941411034991,T4c
720575941411040939,Tm9
720575941411041647,Tm4
720575941411041903,T2
720575941411046511,T2
720575941411053227,L3
720575941411054959,TmY15
720575941411056239,T3
720575941411061419,Dm2
720575941411066735,Dm3q
720575941411066795,L3
720575941411071915,Tm20
720575941411078827,Y11
720575941411085995,Mi15
720575941411102891,R7
720575941411113387,T2a
720575941411117483,T3
720575941411172779,T1
720575941411181739,L2
720575941411286383,Dm3q
720575941411293039,Mi9
720575941411300719,Mi1
720575941411322479,T4c
720575941411336047,Dm3p
720575941411353711,Tm20
720575941411358575,Dm3p
720575941411360111,TmY14
720575941411391659,L1
720575941411442543,T3
720575941411445615,T4a
720575941411446127,T3
720575941411450223,T5a
720575941411452783,T5b
720575941411455599,T2a
720575941411456879,T3
720575941411477871,Dm3v
720575941411539823,Tm27
720575941411936939,L3
720575941411951983,Dm12
720575941411955883,R7
720575941411957615,Tm3
720575941411957675,L4
720575941411957931,L4
720575941411960235,L5
720575941411962223,Dm3q
720575941411962539,L2
720575941411981423,Mi9
720575941412010155,Li01
720575941412028015,Dm3p
720575941412079531,Tm2
720575941412123247,Mi13
720575941412165487,Mi4
720575941412178543,Tm20
720575941412183919,Mi9
720575941412196207,Tm20
720575941412212847,TmY9q
720575941412219759,Mi9
720575941412263851,Y1
720575941412275567,TmY5a
720575941412294255,LMa5
720575941412295339,TmY16
720575941412302959,Tm37
720575941412308079,Tm9
720575941412311663,TmY5a
720575941412312431,Mi15
720575941412312687,Tm5f
720575941412314479,Tm1
720575941412327791,Sm01
720575941412333935,Tm25
720575941412347503,T3
720575941412348587,Mi4
720575941412349295,C2
720575941412353963,TmY5a
720575941412370031,Pm03
720575941412385451,R8
720575941412387243,Tm1
720575941412392107,Mi1
720575941412394411,Dm3q
720575941412395179,Mi1
720575941412417425,TmY15
720575941412421265,T4a
720575941412431761,T4d
720575941412432239,Tm20
720575941412432529,T4d
720575941412433297,TmY4
720575941412433553,T4d
720575941412439697,Li10
720575941412440977,T4a
720575941412448145,T5b
720575941412449681,TmY4
720575941412456849,T4a
720575941412473745,Mi9
720575941412485265,T5d
720575941412494763,Tm3
720575941412498833,T4d
720575941412511633,T5b
720575941412513681,Tm9
720575941412540308,Mi1
720575941412540564,Mi1
720575941412541076,Mi1
720575941412545135,T3
720575941412546449,C3
720575941412546987,L2
720575941412561579,TmY11
720575941412567697,Dm9
720575941412568724,T4a
720575941412569003,TmY20
720575941412570260,Y3
720575941412572564,Mi4
720575941412573841,Tm2
720575941412575889,T4b
720575941412579729,Tm27
720575941412580756,Tm21
720575941412581268,T5b
